Incident_ID,City,Crime_Type,Weapon,Victim_Gender,Suspect_Gender,Arrest_Made,Date,Time
6090,Chennai,Theft,Other,Male,Male,Yes,11-09-2018,5.00 PM
6091,Mumbai,Theft,Other,Female,Female,Yes,11-09-2018,6.00 PM
6092,Mumbai,Theft,Gun,Female,Unknown,Yes,11-09-2018,7.00 PM
6093,Delhi,Assault,Gun,Male,Unknown,No,11-09-2018,8.00 PM
6094,Bengaluru,Robbery,Other,Male,Male,Yes,11-09-2018,9.00 PM
6095,Delhi,Robbery,Other,Female,Male,No,11-09-2018,10.00 PM
6096,Bengaluru,Fraud,Other,Male,Female,No,11-09-2018,11.00 PM
6097,Chennai,Murder,Other,Female,Unknown,Yes,12-09-2018,12.00 AM
6098,Mumbai,Theft,Knife,Female,Female,No,12-09-2018,1.00 AM
6099,Bengaluru,Robbery,Knife,Female,Unknown,Yes,12-09-2018,2.00 AM
6100,Chennai,Robbery,Other,Male,Female,No,12-09-2018,3.00 AM
6101,Mumbai,Theft,Other,Male,Female,Yes,12-09-2018,4.00 AM
6102,Bengaluru,Assault,None,Female,Female,No,12-09-2018,5.00 AM
6103,Delhi,Assault,Other,Female,Male,No,12-09-2018,6.00 AM
6104,Delhi,Robbery,Other,Male,Unknown,Yes,12-09-2018,7.00 AM
6105,Delhi,Assault,Gun,Male,Male,No,12-09-2018,8.00 AM
6106,Chennai,Theft,Knife,Male,Male,No,12-09-2018,9.00 AM
6107,Delhi,Robbery,Other,Female,Female,No,12-09-2018,10.00 AM
6108,Kolkata,Theft,Knife,Female,Unknown,No,12-09-2018,11.00 AM
6109,Mumbai,Assault,Knife,Female,Male,No,12-09-2018,12.00 PM
6110,Chennai,Theft,None,Male,Female,No,12-09-2018,1.00 PM
6111,Delhi,Assault,Knife,Female,Unknown,No,12-09-2018,2.00 PM
6112,Mumbai,Assault,Knife,Female,Unknown,No,12-09-2018,3.00 PM
6113,Bengaluru,Theft,Other,Female,Male,No,12-09-2018,4.00 PM
6114,Delhi,Assault,Gun,Male,Female,Yes,12-09-2018,5.00 PM
6115,Mumbai,Fraud,Other,Female,Male,No,12-09-2018,6.00 PM
6116,Kolkata,Theft,Other,Female,Unknown,No,12-09-2018,7.00 PM
6117,Bengaluru,Fraud,Gun,Male,Male,Yes,12-09-2018,8.00 PM
6118,Kolkata,Theft,Gun,Female,Female,No,12-09-2018,9.00 PM
6119,Mumbai,Assault,None,Male,Unknown,No,12-09-2018,10.00 PM
6120,Kolkata,Assault,Gun,Male,Female,Yes,12-09-2018,11.00 PM
6121,Mumbai,Robbery,Other,Female,Female,No,13-09-2018,12.00 AM
6122,Mumbai,Robbery,Gun,Male,Unknown,Yes,13-09-2018,1.00 AM
6123,Kolkata,Fraud,Gun,Female,Female,Yes,13-09-2018,2.00 AM
6124,Mumbai,Assault,Gun,Male,Female,No,13-09-2018,3.00 AM
6125,Delhi,Robbery,Knife,Female,Female,Yes,13-09-2018,4.00 AM
6126,Mumbai,Assault,None,Male,Unknown,Yes,13-09-2018,5.00 AM
6127,Chennai,Theft,Knife,Male,Female,No,13-09-2018,6.00 AM
6128,Mumbai,Robbery,Knife,Male,Male,No,13-09-2018,7.00 AM
6129,Chennai,Fraud,None,Female,Male,Yes,13-09-2018,8.00 AM
6130,Mumbai,Robbery,Knife,Female,Female,No,13-09-2018,9.00 AM
6131,Mumbai,Assault,Gun,Female,Male,Yes,13-09-2018,10.00 AM
6132,Kolkata,Murder,None,Male,Male,Yes,13-09-2018,11.00 AM
6133,Delhi,Murder,Knife,Male,Unknown,No,13-09-2018,12.00 PM
6134,Delhi,Assault,Other,Female,Female,Yes,13-09-2018,1.00 PM
6135,Bengaluru,Theft,Knife,Female,Unknown,No,13-09-2018,2.00 PM
6136,Kolkata,Robbery,Other,Male,Female,No,13-09-2018,3.00 PM
6137,Kolkata,Murder,Gun,Male,Male,No,13-09-2018,4.00 PM
6138,Delhi,Theft,Other,Male,Unknown,No,13-09-2018,5.00 PM
6139,Kolkata,Assault,Knife,Female,Unknown,Yes,13-09-2018,6.00 PM
6140,Delhi,Theft,Knife,Male,Male,No,13-09-2018,7.00 PM
6141,Kolkata,Assault,Knife,Female,Male,No,13-09-2018,8.00 PM
6142,Mumbai,Robbery,None,Male,Female,No,13-09-2018,9.00 PM
6143,Delhi,Theft,None,Female,Female,Yes,13-09-2018,10.00 PM
6144,Delhi,Robbery,Knife,Male,Male,No,13-09-2018,11.00 PM
6145,Chennai,Theft,Knife,Male,Male,Yes,14-09-2018,12.00 AM
6146,Kolkata,Assault,Gun,Female,Unknown,Yes,14-09-2018,1.00 AM
6147,Kolkata,Assault,None,Male,Unknown,Yes,14-09-2018,2.00 AM
6148,Delhi,Theft,None,Male,Female,Yes,14-09-2018,3.00 AM
6149,Mumbai,Assault,None,Male,Unknown,No,14-09-2018,4.00 AM
6150,Mumbai,Fraud,Other,Female,Male,No,14-09-2018,5.00 AM
6151,Mumbai,Fraud,Knife,Male,Male,Yes,14-09-2018,6.00 AM
6152,Kolkata,Robbery,Gun,Female,Male,Yes,14-09-2018,7.00 AM
6153,Chennai,Fraud,Gun,Male,Male,No,14-09-2018,8.00 AM
6154,Delhi,Fraud,Knife,Male,Female,Yes,14-09-2018,9.00 AM
6155,Bengaluru,Murder,Knife,Female,Male,Yes,14-09-2018,10.00 AM
6156,Chennai,Murder,Gun,Female,Male,Yes,14-09-2018,11.00 AM
6157,Bengaluru,Murder,Other,Female,Male,No,14-09-2018,12.00 PM
6158,Chennai,Murder,Gun,Female,Male,Yes,14-09-2018,1.00 PM
6159,Mumbai,Assault,Other,Female,Female,Yes,14-09-2018,2.00 PM
6160,Kolkata,Robbery,Other,Female,Female,Yes,14-09-2018,3.00 PM
6161,Bengaluru,Robbery,None,Male,Unknown,No,14-09-2018,4.00 PM
6162,Chennai,Fraud,Knife,Male,Female,Yes,14-09-2018,5.00 PM
6163,Kolkata,Robbery,None,Male,Female,No,14-09-2018,6.00 PM
6164,Bengaluru,Fraud,Other,Male,Female,No,14-09-2018,7.00 PM
6165,Delhi,Robbery,Gun,Female,Unknown,No,14-09-2018,8.00 PM
6166,Chennai,Theft,None,Male,Male,No,14-09-2018,9.00 PM
6167,Delhi,Theft,Gun,Male,Unknown,Yes,14-09-2018,10.00 PM
6168,Mumbai,Robbery,Other,Male,Male,Yes,14-09-2018,11.00 PM
6169,Delhi,Assault,Gun,Female,Female,No,15-09-2018,12.00 AM
6170,Delhi,Fraud,None,Female,Male,Yes,15-09-2018,1.00 AM
6171,Chennai,Robbery,Other,Male,Unknown,Yes,15-09-2018,2.00 AM
6172,Mumbai,Fraud,Knife,Female,Male,No,15-09-2018,3.00 AM
6173,Delhi,Murder,None,Male,Male,No,15-09-2018,4.00 AM
6174,Kolkata,Robbery,None,Female,Female,Yes,15-09-2018,5.00 AM
6175,Bengaluru,Assault,Knife,Male,Male,Yes,15-09-2018,6.00 AM
6176,Delhi,Murder,Other,Female,Male,Yes,15-09-2018,7.00 AM
6177,Mumbai,Robbery,Knife,Male,Female,Yes,15-09-2018,8.00 AM
6178,Delhi,Theft,None,Male,Unknown,No,15-09-2018,9.00 AM
6179,Bengaluru,Robbery,Other,Female,Female,No,15-09-2018,10.00 AM
6180,Mumbai,Theft,Gun,Female,Male,No,15-09-2018,11.00 AM
6181,Chennai,Theft,None,Female,Female,Yes,15-09-2018,12.00 PM
6182,Mumbai,Robbery,Gun,Female,Female,No,15-09-2018,1.00 PM
6183,Chennai,Robbery,Knife,Male,Male,Yes,15-09-2018,2.00 PM
6184,Mumbai,Theft,Other,Male,Unknown,No,15-09-2018,3.00 PM
6185,Bengaluru,Fraud,Knife,Male,Female,Yes,15-09-2018,4.00 PM
6186,Bengaluru,Murder,Gun,Male,Unknown,Yes,15-09-2018,5.00 PM
6187,Mumbai,Assault,None,Male,Female,No,15-09-2018,6.00 PM
6188,Delhi,Robbery,Other,Male,Male,No,15-09-2018,7.00 PM
6189,Bengaluru,Murder,Knife,Male,Male,Yes,15-09-2018,8.00 PM
6190,Chennai,Murder,Gun,Male,Female,Yes,15-09-2018,9.00 PM
6191,Chennai,Fraud,Gun,Female,Female,No,15-09-2018,10.00 PM
6192,Kolkata,Murder,None,Male,Female,Yes,15-09-2018,11.00 PM
6193,Chennai,Robbery,Gun,Female,Male,Yes,16-09-2018,12.00 AM
6194,Kolkata,Murder,Other,Female,Female,Yes,16-09-2018,1.00 AM
6195,Mumbai,Robbery,Gun,Female,Male,No,16-09-2018,2.00 AM
6196,Mumbai,Robbery,None,Female,Female,Yes,16-09-2018,3.00 AM
6197,Mumbai,Theft,Knife,Male,Male,Yes,16-09-2018,4.00 AM
6198,Delhi,Fraud,Other,Female,Female,Yes,16-09-2018,5.00 AM
6199,Delhi,Assault,Knife,Male,Unknown,No,16-09-2018,6.00 AM
6200,Kolkata,Theft,Knife,Male,Unknown,No,16-09-2018,7.00 AM
6201,Chennai,Assault,Gun,Female,Male,No,16-09-2018,8.00 AM
6202,Chennai,Robbery,Gun,Male,Female,Yes,16-09-2018,9.00 AM
6203,Mumbai,Theft,None,Male,Unknown,Yes,16-09-2018,10.00 AM
6204,Bengaluru,Murder,Gun,Female,Female,Yes,16-09-2018,11.00 AM
6205,Delhi,Murder,Gun,Female,Female,Yes,16-09-2018,12.00 PM
6206,Delhi,Assault,Knife,Male,Female,Yes,16-09-2018,1.00 PM
6207,Mumbai,Robbery,Other,Male,Unknown,Yes,16-09-2018,2.00 PM
6208,Delhi,Assault,Gun,Male,Male,No,16-09-2018,3.00 PM
6209,Mumbai,Fraud,Other,Male,Unknown,Yes,16-09-2018,4.00 PM
6210,Kolkata,Murder,Gun,Female,Male,No,16-09-2018,5.00 PM
6211,Chennai,Theft,Gun,Female,Unknown,Yes,16-09-2018,6.00 PM
6212,Bengaluru,Theft,None,Female,Female,Yes,16-09-2018,7.00 PM
6213,Chennai,Theft,Gun,Female,Female,No,16-09-2018,8.00 PM
6214,Chennai,Murder,None,Male,Female,No,16-09-2018,9.00 PM
6215,Kolkata,Robbery,Knife,Female,Unknown,Yes,16-09-2018,10.00 PM
6216,Delhi,Murder,Other,Male,Unknown,Yes,16-09-2018,11.00 PM
6217,Bengaluru,Murder,Gun,Male,Male,Yes,17-09-2018,12.00 AM
6218,Delhi,Theft,None,Female,Unknown,No,17-09-2018,1.00 AM
6219,Chennai,Murder,Knife,Male,Male,Yes,17-09-2018,2.00 AM
6220,Mumbai,Theft,Gun,Male,Unknown,Yes,17-09-2018,3.00 AM
6221,Chennai,Robbery,None,Male,Female,No,17-09-2018,4.00 AM
6222,Delhi,Fraud,None,Female,Unknown,No,17-09-2018,5.00 AM
6223,Chennai,Theft,Knife,Male,Female,Yes,17-09-2018,6.00 AM
6224,Mumbai,Assault,Gun,Male,Unknown,Yes,17-09-2018,7.00 AM
6225,Kolkata,Fraud,Gun,Male,Male,No,17-09-2018,8.00 AM
6226,Delhi,Robbery,Other,Male,Unknown,Yes,17-09-2018,9.00 AM
6227,Chennai,Fraud,Gun,Female,Female,No,17-09-2018,10.00 AM
6228,Delhi,Theft,None,Female,Unknown,No,17-09-2018,11.00 AM
6229,Kolkata,Robbery,Other,Male,Male,Yes,17-09-2018,12.00 PM
6230,Chennai,Assault,Other,Male,Male,No,17-09-2018,1.00 PM
6231,Chennai,Theft,Gun,Male,Male,No,17-09-2018,2.00 PM
6232,Delhi,Theft,Other,Female,Male,Yes,17-09-2018,3.00 PM
6233,Delhi,Robbery,None,Female,Unknown,No,17-09-2018,4.00 PM
6234,Mumbai,Robbery,None,Male,Male,No,17-09-2018,5.00 PM
6235,Kolkata,Fraud,Knife,Male,Unknown,Yes,17-09-2018,6.00 PM
6236,Mumbai,Assault,None,Female,Unknown,Yes,17-09-2018,7.00 PM
6237,Chennai,Fraud,Knife,Male,Unknown,No,17-09-2018,8.00 PM
6238,Delhi,Fraud,Other,Female,Male,Yes,17-09-2018,9.00 PM
6239,Chennai,Theft,Knife,Male,Male,No,17-09-2018,10.00 PM
6240,Chennai,Robbery,Gun,Male,Unknown,No,17-09-2018,11.00 PM
6241,Bengaluru,Theft,Knife,Male,Unknown,No,18-09-2018,12.00 AM
6242,Bengaluru,Assault,Gun,Male,Unknown,Yes,18-09-2018,1.00 AM
6243,Chennai,Fraud,Other,Female,Female,No,18-09-2018,2.00 AM
6244,Delhi,Assault,Knife,Female,Female,No,18-09-2018,3.00 AM
6245,Chennai,Robbery,None,Female,Male,Yes,18-09-2018,4.00 AM
6246,Bengaluru,Robbery,Gun,Male,Female,Yes,18-09-2018,5.00 AM
6247,Delhi,Murder,Other,Male,Unknown,Yes,18-09-2018,6.00 AM
6248,Chennai,Assault,None,Female,Unknown,Yes,18-09-2018,7.00 AM
6249,Kolkata,Theft,Gun,Female,Male,No,18-09-2018,8.00 AM
6250,Kolkata,Assault,Other,Male,Male,Yes,18-09-2018,9.00 AM
6251,Chennai,Fraud,Other,Female,Female,Yes,18-09-2018,10.00 AM
6252,Delhi,Robbery,None,Male,Unknown,No,18-09-2018,11.00 AM
6253,Chennai,Robbery,Other,Female,Male,No,18-09-2018,12.00 PM
6254,Chennai,Assault,Knife,Male,Male,Yes,18-09-2018,1.00 PM
6255,Bengaluru,Assault,Other,Male,Female,Yes,18-09-2018,2.00 PM
6256,Kolkata,Assault,Gun,Female,Male,Yes,18-09-2018,3.00 PM
6257,Bengaluru,Fraud,Gun,Female,Female,Yes,18-09-2018,4.00 PM
6258,Bengaluru,Fraud,Gun,Male,Unknown,No,18-09-2018,5.00 PM
6259,Chennai,Theft,Knife,Male,Female,Yes,18-09-2018,6.00 PM
6260,Bengaluru,Assault,None,Female,Male,No,18-09-2018,7.00 PM
6261,Kolkata,Theft,Knife,Male,Female,No,18-09-2018,8.00 PM
6262,Bengaluru,Murder,Knife,Female,Female,Yes,18-09-2018,9.00 PM
6263,Kolkata,Fraud,Knife,Male,Unknown,No,18-09-2018,10.00 PM
6264,Bengaluru,Robbery,Other,Female,Female,Yes,18-09-2018,11.00 PM
6265,Kolkata,Murder,None,Male,Male,Yes,19-09-2018,12.00 AM
6266,Bengaluru,Robbery,Other,Male,Male,Yes,19-09-2018,1.00 AM
6267,Bengaluru,Murder,Knife,Male,Unknown,Yes,19-09-2018,2.00 AM
6268,Delhi,Theft,Gun,Male,Unknown,No,19-09-2018,3.00 AM
6269,Kolkata,Theft,Knife,Male,Unknown,Yes,19-09-2018,4.00 AM
6270,Kolkata,Fraud,None,Male,Male,No,19-09-2018,5.00 AM
6271,Kolkata,Robbery,Gun,Male,Female,Yes,19-09-2018,6.00 AM
6272,Mumbai,Murder,None,Female,Male,No,19-09-2018,7.00 AM
6273,Bengaluru,Assault,Knife,Female,Male,No,19-09-2018,8.00 AM
6274,Kolkata,Assault,None,Male,Unknown,Yes,19-09-2018,9.00 AM
6275,Mumbai,Fraud,Other,Female,Unknown,Yes,19-09-2018,10.00 AM
6276,Delhi,Robbery,Gun,Female,Female,No,19-09-2018,11.00 AM
6277,Kolkata,Assault,None,Male,Female,No,19-09-2018,12.00 PM
6278,Kolkata,Fraud,Gun,Female,Female,No,19-09-2018,1.00 PM
6279,Mumbai,Fraud,Gun,Male,Female,Yes,19-09-2018,2.00 PM
6280,Bengaluru,Robbery,Knife,Female,Male,Yes,19-09-2018,3.00 PM
6281,Delhi,Assault,Knife,Female,Female,Yes,19-09-2018,4.00 PM
6282,Kolkata,Assault,Gun,Female,Male,Yes,19-09-2018,5.00 PM
6283,Bengaluru,Assault,None,Male,Male,No,19-09-2018,6.00 PM
6284,Delhi,Theft,Gun,Female,Female,No,19-09-2018,7.00 PM
6285,Chennai,Assault,Knife,Male,Female,No,19-09-2018,8.00 PM
6286,Chennai,Murder,None,Male,Male,No,19-09-2018,9.00 PM
6287,Delhi,Theft,Gun,Female,Unknown,No,19-09-2018,10.00 PM
6288,Mumbai,Theft,Knife,Male,Female,Yes,19-09-2018,11.00 PM
6289,Delhi,Theft,Gun,Male,Unknown,Yes,20-09-2018,12.00 AM
6290,Delhi,Theft,Gun,Female,Male,No,20-09-2018,1.00 AM
6291,Mumbai,Fraud,Gun,Male,Unknown,Yes,20-09-2018,2.00 AM
6292,Mumbai,Murder,None,Female,Male,Yes,20-09-2018,3.00 AM
6293,Bengaluru,Robbery,Knife,Female,Unknown,Yes,20-09-2018,4.00 AM
6294,Bengaluru,Assault,Knife,Male,Unknown,Yes,20-09-2018,5.00 AM
6295,Mumbai,Theft,Other,Female,Unknown,Yes,20-09-2018,6.00 AM
6296,Chennai,Robbery,Gun,Female,Male,No,20-09-2018,7.00 AM
6297,Chennai,Fraud,Gun,Male,Male,No,20-09-2018,8.00 AM
6298,Delhi,Robbery,Other,Male,Male,Yes,20-09-2018,9.00 AM
6299,Kolkata,Theft,Gun,Male,Female,No,20-09-2018,10.00 AM
6300,Delhi,Murder,None,Male,Male,No,20-09-2018,11.00 AM
6301,Delhi,Robbery,Other,Female,Female,Yes,20-09-2018,12.00 PM
6302,Kolkata,Theft,Knife,Female,Male,Yes,20-09-2018,1.00 PM
6303,Mumbai,Theft,Gun,Female,Female,Yes,20-09-2018,2.00 PM
6304,Chennai,Assault,Knife,Female,Unknown,Yes,20-09-2018,3.00 PM
6305,Delhi,Assault,Gun,Female,Unknown,No,20-09-2018,4.00 PM
6306,Kolkata,Murder,Other,Male,Male,Yes,20-09-2018,5.00 PM
6307,Bengaluru,Assault,Knife,Female,Female,Yes,20-09-2018,6.00 PM
6308,Delhi,Murder,Gun,Female,Unknown,No,20-09-2018,7.00 PM
6309,Chennai,Fraud,None,Female,Unknown,Yes,20-09-2018,8.00 PM
6310,Mumbai,Fraud,Other,Female,Female,No,20-09-2018,9.00 PM
6311,Delhi,Assault,Gun,Male,Male,No,20-09-2018,10.00 PM
6312,Delhi,Fraud,Gun,Male,Unknown,Yes,20-09-2018,11.00 PM
6313,Kolkata,Robbery,Gun,Male,Male,No,21-09-2018,12.00 AM
6314,Bengaluru,Robbery,Other,Female,Male,Yes,21-09-2018,1.00 AM
6315,Bengaluru,Robbery,Gun,Female,Female,No,21-09-2018,2.00 AM
6316,Mumbai,Fraud,Gun,Female,Female,Yes,21-09-2018,3.00 AM
6317,Chennai,Robbery,Knife,Male,Unknown,Yes,21-09-2018,4.00 AM
6318,Mumbai,Murder,Knife,Female,Female,No,21-09-2018,5.00 AM
6319,Delhi,Theft,Other,Male,Unknown,Yes,21-09-2018,6.00 AM
6320,Delhi,Assault,Other,Female,Unknown,No,21-09-2018,7.00 AM
6321,Bengaluru,Murder,None,Male,Unknown,No,21-09-2018,8.00 AM
6322,Chennai,Robbery,Gun,Male,Male,Yes,21-09-2018,9.00 AM
6323,Kolkata,Theft,Knife,Female,Male,No,21-09-2018,10.00 AM
6324,Chennai,Assault,Knife,Female,Female,Yes,21-09-2018,11.00 AM
6325,Delhi,Murder,Gun,Male,Female,No,21-09-2018,12.00 PM
6326,Kolkata,Assault,Gun,Male,Unknown,Yes,21-09-2018,1.00 PM
6327,Chennai,Fraud,Other,Male,Unknown,No,21-09-2018,2.00 PM
6328,Chennai,Robbery,None,Male,Male,No,21-09-2018,3.00 PM
6329,Kolkata,Murder,None,Male,Male,No,21-09-2018,4.00 PM
6330,Delhi,Murder,Other,Female,Unknown,No,21-09-2018,5.00 PM
6331,Chennai,Theft,Other,Male,Unknown,No,21-09-2018,6.00 PM
6332,Kolkata,Theft,Knife,Female,Female,Yes,21-09-2018,7.00 PM
6333,Delhi,Theft,Other,Female,Unknown,Yes,21-09-2018,8.00 PM
6334,Kolkata,Assault,None,Female,Unknown,No,21-09-2018,9.00 PM
6335,Kolkata,Robbery,Knife,Female,Unknown,Yes,21-09-2018,10.00 PM
6336,Chennai,Assault,None,Female,Male,Yes,21-09-2018,11.00 PM
6337,Delhi,Robbery,Gun,Male,Male,Yes,22-09-2018,12.00 AM
6338,Chennai,Murder,None,Female,Female,No,22-09-2018,1.00 AM
6339,Mumbai,Assault,Knife,Male,Female,Yes,22-09-2018,2.00 AM
6340,Mumbai,Assault,None,Female,Female,Yes,22-09-2018,3.00 AM
6341,Delhi,Assault,Knife,Male,Unknown,No,22-09-2018,4.00 AM
6342,Kolkata,Fraud,Knife,Female,Unknown,No,22-09-2018,5.00 AM
6343,Chennai,Robbery,Other,Male,Male,No,22-09-2018,6.00 AM
6344,Chennai,Robbery,None,Male,Unknown,No,22-09-2018,7.00 AM
6345,Delhi,Assault,Other,Male,Unknown,No,22-09-2018,8.00 AM
6346,Delhi,Fraud,Other,Female,Male,Yes,22-09-2018,9.00 AM
6347,Mumbai,Assault,None,Male,Female,Yes,22-09-2018,10.00 AM
6348,Bengaluru,Robbery,Knife,Female,Unknown,Yes,22-09-2018,11.00 AM
6349,Delhi,Murder,Gun,Female,Male,No,22-09-2018,12.00 PM
6350,Bengaluru,Fraud,None,Male,Male,Yes,22-09-2018,1.00 PM
6351,Delhi,Fraud,Other,Female,Female,No,22-09-2018,2.00 PM
6352,Kolkata,Assault,Other,Female,Male,Yes,22-09-2018,3.00 PM
6353,Kolkata,Murder,Knife,Female,Female,Yes,22-09-2018,4.00 PM
6354,Mumbai,Robbery,Other,Female,Female,No,22-09-2018,5.00 PM
6355,Mumbai,Theft,Gun,Male,Female,Yes,22-09-2018,6.00 PM
6356,Bengaluru,Robbery,Other,Female,Female,Yes,22-09-2018,7.00 PM
6357,Delhi,Robbery,Knife,Male,Female,No,22-09-2018,8.00 PM
6358,Chennai,Murder,None,Female,Male,Yes,22-09-2018,9.00 PM
6359,Mumbai,Fraud,Knife,Male,Unknown,Yes,22-09-2018,10.00 PM
6360,Chennai,Robbery,Other,Male,Female,Yes,22-09-2018,11.00 PM
6361,Chennai,Fraud,Knife,Female,Female,No,23-09-2018,12.00 AM
6362,Delhi,Murder,Other,Female,Unknown,No,23-09-2018,1.00 AM
6363,Bengaluru,Murder,Knife,Female,Unknown,Yes,23-09-2018,2.00 AM
6364,Delhi,Assault,None,Female,Female,Yes,23-09-2018,3.00 AM
6365,Mumbai,Theft,Other,Female,Unknown,No,23-09-2018,4.00 AM
6366,Chennai,Murder,Gun,Male,Female,No,23-09-2018,5.00 AM
6367,Delhi,Murder,Gun,Male,Male,No,23-09-2018,6.00 AM
6368,Delhi,Fraud,Gun,Male,Unknown,Yes,23-09-2018,7.00 AM
6369,Delhi,Murder,Gun,Female,Unknown,Yes,23-09-2018,8.00 AM
6370,Mumbai,Robbery,Other,Female,Male,No,23-09-2018,9.00 AM
6371,Bengaluru,Assault,Other,Female,Unknown,No,23-09-2018,10.00 AM
6372,Delhi,Assault,None,Male,Male,Yes,23-09-2018,11.00 AM
6373,Mumbai,Robbery,Knife,Female,Female,No,23-09-2018,12.00 PM
6374,Chennai,Murder,Other,Male,Unknown,Yes,23-09-2018,1.00 PM
6375,Kolkata,Theft,Gun,Male,Unknown,No,23-09-2018,2.00 PM
6376,Mumbai,Murder,Other,Female,Male,No,23-09-2018,3.00 PM
6377,Kolkata,Assault,Gun,Male,Female,Yes,23-09-2018,4.00 PM
6378,Delhi,Theft,None,Male,Female,No,23-09-2018,5.00 PM
6379,Delhi,Fraud,Knife,Male,Male,No,23-09-2018,6.00 PM
6380,Mumbai,Fraud,Other,Female,Unknown,Yes,23-09-2018,7.00 PM
6381,Kolkata,Murder,Knife,Male,Unknown,Yes,23-09-2018,8.00 PM
6382,Delhi,Murder,Gun,Female,Male,Yes,23-09-2018,9.00 PM
6383,Chennai,Theft,Gun,Female,Male,Yes,23-09-2018,10.00 PM
6384,Bengaluru,Theft,Knife,Male,Male,Yes,23-09-2018,11.00 PM
6385,Bengaluru,Murder,None,Female,Unknown,No,24-09-2018,12.00 AM
6386,Delhi,Assault,Knife,Male,Male,No,24-09-2018,1.00 AM
6387,Kolkata,Fraud,Knife,Female,Female,Yes,24-09-2018,2.00 AM
6388,Delhi,Theft,Other,Female,Male,Yes,24-09-2018,3.00 AM
6389,Kolkata,Assault,Other,Female,Female,No,24-09-2018,4.00 AM
6390,Chennai,Murder,Gun,Female,Female,Yes,24-09-2018,5.00 AM
6391,Kolkata,Robbery,Other,Female,Male,Yes,24-09-2018,6.00 AM
6392,Delhi,Theft,None,Female,Female,Yes,24-09-2018,7.00 AM
6393,Chennai,Robbery,None,Female,Unknown,No,24-09-2018,8.00 AM
6394,Mumbai,Assault,None,Male,Male,Yes,24-09-2018,9.00 AM
6395,Bengaluru,Fraud,Gun,Male,Unknown,No,24-09-2018,10.00 AM
6396,Delhi,Assault,None,Male,Unknown,No,24-09-2018,11.00 AM
6397,Delhi,Fraud,None,Female,Female,Yes,24-09-2018,12.00 PM
6398,Delhi,Assault,Other,Male,Unknown,Yes,24-09-2018,1.00 PM
6399,Chennai,Theft,Gun,Female,Unknown,Yes,24-09-2018,2.00 PM
6400,Mumbai,Theft,Knife,Female,Male,No,24-09-2018,3.00 PM
6401,Kolkata,Robbery,None,Female,Male,Yes,24-09-2018,4.00 PM
6402,Mumbai,Assault,Other,Female,Unknown,No,24-09-2018,5.00 PM
6403,Chennai,Assault,Knife,Female,Female,No,24-09-2018,6.00 PM
6404,Delhi,Robbery,None,Female,Female,No,24-09-2018,7.00 PM
6405,Bengaluru,Murder,Knife,Female,Male,Yes,24-09-2018,8.00 PM
6406,Delhi,Assault,Knife,Female,Male,No,24-09-2018,9.00 PM
6407,Kolkata,Assault,Gun,Male,Male,No,24-09-2018,10.00 PM
6408,Bengaluru,Assault,Gun,Female,Female,Yes,24-09-2018,11.00 PM
6409,Delhi,Murder,None,Male,Male,Yes,25-09-2018,12.00 AM
6410,Bengaluru,Theft,None,Male,Unknown,Yes,25-09-2018,1.00 AM
6411,Mumbai,Robbery,Gun,Female,Female,No,25-09-2018,2.00 AM
6412,Chennai,Murder,None,Male,Unknown,No,25-09-2018,3.00 AM
6413,Delhi,Fraud,None,Female,Male,Yes,25-09-2018,4.00 AM
6414,Kolkata,Fraud,Gun,Male,Female,No,25-09-2018,5.00 AM
6415,Mumbai,Murder,Knife,Female,Male,No,25-09-2018,6.00 AM
6416,Delhi,Murder,None,Male,Female,Yes,25-09-2018,7.00 AM
6417,Mumbai,Theft,Other,Female,Male,No,25-09-2018,8.00 AM
6418,Kolkata,Fraud,Gun,Male,Female,No,25-09-2018,9.00 AM
6419,Delhi,Robbery,None,Female,Female,Yes,25-09-2018,10.00 AM
6420,Kolkata,Assault,None,Female,Female,Yes,25-09-2018,11.00 AM
6421,Bengaluru,Assault,Gun,Male,Unknown,No,25-09-2018,12.00 PM
6422,Kolkata,Theft,Other,Male,Male,No,25-09-2018,1.00 PM
6423,Bengaluru,Theft,Other,Male,Male,Yes,25-09-2018,2.00 PM
6424,Delhi,Fraud,Gun,Male,Female,Yes,25-09-2018,3.00 PM
6425,Bengaluru,Robbery,Other,Female,Unknown,Yes,25-09-2018,4.00 PM
6426,Delhi,Robbery,None,Male,Female,Yes,25-09-2018,5.00 PM
6427,Delhi,Murder,Other,Male,Male,Yes,25-09-2018,6.00 PM
6428,Chennai,Theft,None,Female,Male,Yes,25-09-2018,7.00 PM
6429,Delhi,Assault,Knife,Female,Female,Yes,25-09-2018,8.00 PM
6430,Bengaluru,Assault,Other,Female,Female,Yes,25-09-2018,9.00 PM
6431,Chennai,Fraud,Knife,Male,Female,No,25-09-2018,10.00 PM
6432,Chennai,Assault,Gun,Male,Male,Yes,25-09-2018,11.00 PM
6433,Delhi,Robbery,Other,Male,Female,Yes,26-09-2018,12.00 AM
6434,Kolkata,Robbery,None,Male,Female,Yes,26-09-2018,1.00 AM
6435,Kolkata,Theft,Other,Female,Male,No,26-09-2018,2.00 AM
6436,Chennai,Fraud,Gun,Male,Female,No,26-09-2018,3.00 AM
6437,Delhi,Assault,Gun,Male,Unknown,Yes,26-09-2018,4.00 AM
